word,md_file,image,status
nine,C:\GTT\EnglishDB\Words\n\nine.md,Images/nine.svg,real_image
nineteen,C:\GTT\EnglishDB\Words\n\nineteen.md,Images/nineteen.svg,real_image
nineteenth-century,C:\GTT\EnglishDB\Words\n\nineteenth-century.md,Images/nineteenth-century.svg,real_image
nineteenth,C:\GTT\EnglishDB\Words\n\nineteenth.md,Images/nineteenth.svg,real_image
ninety-five,C:\GTT\EnglishDB\Words\n\ninety-five.md,Images/ninety-five.svg,real_image
ninety-nine,C:\GTT\EnglishDB\Words\n\ninety-nine.md,Images/ninety-nine.svg,real_image
ninety,C:\GTT\EnglishDB\Words\n\ninety.md,Images/ninety.svg,real_image
ninth,C:\GTT\EnglishDB\Words\n\ninth.md,Images/ninth.svg,real_image
nip,C:\GTT\EnglishDB\Words\n\nip.md,Images/nip.svg,real_image
nipple,C:\GTT\EnglishDB\Words\n\nipple.md,Images/nipple.svg,real_image
nitrate,C:\GTT\EnglishDB\Words\n\nitrate.md,Images/nitrate.svg,real_image
nitrogen,C:\GTT\EnglishDB\Words\n\nitrogen.md,Images/nitrogen.svg,real_image
nix,C:\GTT\EnglishDB\Words\n\nix.md,Images/nix.svg,real_image
no-brainer,C:\GTT\EnglishDB\Words\n\no-brainer.md,Images/no-brainer.svg,real_image
no-fly,C:\GTT\EnglishDB\Words\n\no-fly.md,Images/no-fly.svg,real_image
no-hitter,C:\GTT\EnglishDB\Words\n\no-hitter.md,Images/no-hitter.svg,real_image
no-nonsense,C:\GTT\EnglishDB\Words\n\no-nonsense.md,Images/no-nonsense.svg,real_image
no,C:\GTT\EnglishDB\Words\n\no.md,Images/no.svg,real_image
nobility,C:\GTT\EnglishDB\Words\n\nobility.md,Images/nobility.svg,real_image
noble,C:\GTT\EnglishDB\Words\n\noble.md,Images/noble.svg,real_image
nobody,C:\GTT\EnglishDB\Words\n\nobody.md,Images/nobody.svg,real_image
nocturnal,C:\GTT\EnglishDB\Words\n\nocturnal.md,Images/nocturnal.svg,real_image
nod,C:\GTT\EnglishDB\Words\n\nod.md,Images/nod.svg,real_image
node,C:\GTT\EnglishDB\Words\n\node.md,Images/node.svg,real_image
noise,C:\GTT\EnglishDB\Words\n\noise.md,Images/noise.svg,real_image
noisily,C:\GTT\EnglishDB\Words\n\noisily.md,Images/noisily.svg,real_image
noisy,C:\GTT\EnglishDB\Words\n\noisy.md,Images/noisy.svg,real_image
nomad,C:\GTT\EnglishDB\Words\n\nomad.md,Images/nomad.svg,real_image
nomadic,C:\GTT\EnglishDB\Words\n\nomadic.md,Images/nomadic.svg,real_image
nominal,C:\GTT\EnglishDB\Words\n\nominal.md,Images/nominal.svg,real_image
nominally,C:\GTT\EnglishDB\Words\n\nominally.md,Images/nominally.svg,real_image
nominate,C:\GTT\EnglishDB\Words\n\nominate.md,Images/nominate.svg,real_image
nomination,C:\GTT\EnglishDB\Words\n\nomination.md,Images/nomination.svg,real_image
nominee,C:\GTT\EnglishDB\Words\n\nominee.md,Images/nominee.svg,real_image
non-native,C:\GTT\EnglishDB\Words\n\non-native.md,Images/non-native.svg,real_image
non-western,C:\GTT\EnglishDB\Words\n\non-western.md,Images/non-western.svg,real_image
non-white,C:\GTT\EnglishDB\Words\n\non-white.md,Images/non-white.svg,real_image
nondescript,C:\GTT\EnglishDB\Words\n\nondescript.md,Images/nondescript.svg,real_image
none,C:\GTT\EnglishDB\Words\n\none.md,Images/none.svg,real_image
nonetheless,C:\GTT\EnglishDB\Words\n\nonetheless.md,Images/nonetheless.svg,real_image
nonexistent,C:\GTT\EnglishDB\Words\n\nonexistent.md,Images/nonexistent.svg,real_image
nonlinear,C:\GTT\EnglishDB\Words\n\nonlinear.md,Images/nonlinear.svg,real_image
nonprofit,C:\GTT\EnglishDB\Words\n\nonprofit.md,Images/nonprofit.svg,real_image
nonsense,C:\GTT\EnglishDB\Words\n\nonsense.md,Images/nonsense.svg,real_image
nonstick,C:\GTT\EnglishDB\Words\n\nonstick.md,Images/nonstick.svg,real_image
nonstop,C:\GTT\EnglishDB\Words\n\nonstop.md,Images/nonstop.svg,real_image
nonverbal,C:\GTT\EnglishDB\Words\n\nonverbal.md,Images/nonverbal.svg,real_image
noodle,C:\GTT\EnglishDB\Words\n\noodle.md,Images/noodle.svg,real_image
nook,C:\GTT\EnglishDB\Words\n\nook.md,Images/nook.svg,real_image
noon,C:\GTT\EnglishDB\Words\n\noon.md,Images/noon.svg,real_image
noose,C:\GTT\EnglishDB\Words\n\noose.md,Images/noose.svg,real_image
nope,C:\GTT\EnglishDB\Words\n\nope.md,Images/nope.svg,real_image
nor,C:\GTT\EnglishDB\Words\n\nor.md,Images/nor.svg,real_image
nordic,C:\GTT\EnglishDB\Words\n\nordic.md,Images/nordic.svg,real_image
norm,C:\GTT\EnglishDB\Words\n\norm.md,Images/norm.svg,real_image
normal,C:\GTT\EnglishDB\Words\n\normal.md,Images/normal.svg,real_image
normalcy,C:\GTT\EnglishDB\Words\n\normalcy.md,Images/normalcy.svg,real_image
normality,C:\GTT\EnglishDB\Words\n\normality.md,Images/normality.svg,real_image
normalization,C:\GTT\EnglishDB\Words\n\normalization.md,Images/normalization.svg,real_image
normalize,C:\GTT\EnglishDB\Words\n\normalize.md,Images/normalize.svg,real_image
normally,C:\GTT\EnglishDB\Words\n\normally.md,Images/normally.svg,real_image
norman,C:\GTT\EnglishDB\Words\n\norman.md,Images/norman.svg,real_image
normative,C:\GTT\EnglishDB\Words\n\normative.md,Images/normative.svg,real_image
north,C:\GTT\EnglishDB\Words\n\north.md,Images/north.svg,real_image
northeast,C:\GTT\EnglishDB\Words\n\northeast.md,Images/northeast.svg,real_image
northeastern,C:\GTT\EnglishDB\Words\n\northeastern.md,Images/northeastern.svg,real_image
northern,C:\GTT\EnglishDB\Words\n\northern.md,Images/northern.svg,real_image
northward,C:\GTT\EnglishDB\Words\n\northward.md,Images/northward.svg,real_image
northwest,C:\GTT\EnglishDB\Words\n\northwest.md,Images/northwest.svg,real_image
northwestern,C:\GTT\EnglishDB\Words\n\northwestern.md,Images/northwestern.svg,real_image
norwegian,C:\GTT\EnglishDB\Words\n\norwegian.md,Images/norwegian.svg,real_image
nose,C:\GTT\EnglishDB\Words\n\nose.md,Images/nose.svg,real_image
nostalgia,C:\GTT\EnglishDB\Words\n\nostalgia.md,Images/nostalgia.svg,real_image
nostalgic,C:\GTT\EnglishDB\Words\n\nostalgic.md,Images/nostalgic.svg,real_image
nostril,C:\GTT\EnglishDB\Words\n\nostril.md,Images/nostril.svg,real_image
not-for-profit,C:\GTT\EnglishDB\Words\n\not-for-profit.md,Images/not-for-profit.svg,real_image
not,C:\GTT\EnglishDB\Words\n\not.md,Images/not.svg,real_image
notable,C:\GTT\EnglishDB\Words\n\notable.md,Images/notable.svg,real_image
notably,C:\GTT\EnglishDB\Words\n\notably.md,Images/notably.svg,real_image
notation,C:\GTT\EnglishDB\Words\n\notation.md,Images/notation.svg,real_image
notch,C:\GTT\EnglishDB\Words\n\notch.md,Images/notch.svg,real_image
note,C:\GTT\EnglishDB\Words\n\note.md,Images/note.svg,real_image
notebook,C:\GTT\EnglishDB\Words\n\notebook.md,Images/notebook.svg,real_image
noted,C:\GTT\EnglishDB\Words\n\noted.md,Images/noted.svg,real_image
notepad,C:\GTT\EnglishDB\Words\n\notepad.md,Images/notepad.svg,real_image
noteworthy,C:\GTT\EnglishDB\Words\n\noteworthy.md,Images/noteworthy.svg,real_image
nothing,C:\GTT\EnglishDB\Words\n\nothing.md,Images/nothing.svg,real_image
nothingness,C:\GTT\EnglishDB\Words\n\nothingness.md,Images/nothingness.svg,real_image
notice,C:\GTT\EnglishDB\Words\n\notice.md,Images/notice.svg,real_image
noticeable,C:\GTT\EnglishDB\Words\n\noticeable.md,Images/noticeable.svg,real_image
noticeably,C:\GTT\EnglishDB\Words\n\noticeably.md,Images/noticeably.svg,real_image
notification,C:\GTT\EnglishDB\Words\n\notification.md,Images/notification.svg,real_image
notify,C:\GTT\EnglishDB\Words\n\notify.md,Images/notify.svg,real_image
notion,C:\GTT\EnglishDB\Words\n\notion.md,Images/notion.svg,real_image
notoriety,C:\GTT\EnglishDB\Words\n\notoriety.md,Images/notoriety.svg,real_image
notorious,C:\GTT\EnglishDB\Words\n\notorious.md,Images/notorious.svg,real_image
notoriously,C:\GTT\EnglishDB\Words\n\notoriously.md,Images/notoriously.svg,real_image
notwithstanding,C:\GTT\EnglishDB\Words\n\notwithstanding.md,Images/notwithstanding.svg,real_image
noun,C:\GTT\EnglishDB\Words\n\noun.md,Images/noun.svg,real_image
nourish,C:\GTT\EnglishDB\Words\n\nourish.md,Images/nourish.svg,real_image
nourishment,C:\GTT\EnglishDB\Words\n\nourishment.md,Images/nourishment.svg,real_image
novel,C:\GTT\EnglishDB\Words\n\novel.md,Images/novel.svg,real_image
novelist,C:\GTT\EnglishDB\Words\n\novelist.md,Images/novelist.svg,real_image
novella,C:\GTT\EnglishDB\Words\n\novella.md,Images/novella.svg,real_image
novelty,C:\GTT\EnglishDB\Words\n\novelty.md,Images/novelty.svg,real_image
novice,C:\GTT\EnglishDB\Words\n\novice.md,Images/novice.svg,real_image
now,C:\GTT\EnglishDB\Words\n\now.md,Images/now.svg,real_image
nowadays,C:\GTT\EnglishDB\Words\n\nowadays.md,Images/nowadays.svg,real_image
nowhere,C:\GTT\EnglishDB\Words\n\nowhere.md,Images/nowhere.svg,real_image
noxious,C:\GTT\EnglishDB\Words\n\noxious.md,Images/noxious.svg,real_image
nozzle,C:\GTT\EnglishDB\Words\n\nozzle.md,Images/nozzle.svg,real_image
nuance,C:\GTT\EnglishDB\Words\n\nuance.md,Images/nuance.svg,real_image
nuanced,C:\GTT\EnglishDB\Words\n\nuanced.md,Images/nuanced.svg,real_image
nuclear,C:\GTT\EnglishDB\Words\n\nuclear.md,Images/nuclear.svg,real_image
nucleus,C:\GTT\EnglishDB\Words\n\nucleus.md,Images/nucleus.svg,real_image
nude,C:\GTT\EnglishDB\Words\n\nude.md,Images/nude.svg,real_image
nudge,C:\GTT\EnglishDB\Words\n\nudge.md,Images/nudge.svg,real_image
nudity,C:\GTT\EnglishDB\Words\n\nudity.md,Images/nudity.svg,real_image
nugget,C:\GTT\EnglishDB\Words\n\nugget.md,Images/nugget.svg,real_image
nuisance,C:\GTT\EnglishDB\Words\n\nuisance.md,Images/nuisance.svg,real_image
nuke,C:\GTT\EnglishDB\Words\n\nuke.md,Images/nuke.svg,real_image
nullify,C:\GTT\EnglishDB\Words\n\nullify.md,Images/nullify.svg,real_image
numb,C:\GTT\EnglishDB\Words\n\numb.md,Images/numb.svg,real_image
number-one,C:\GTT\EnglishDB\Words\n\number-one.md,Images/number-one.svg,real_image
number,C:\GTT\EnglishDB\Words\n\number.md,Images/number.svg,real_image
numbered,C:\GTT\EnglishDB\Words\n\numbered.md,Images/numbered.svg,real_image
numbness,C:\GTT\EnglishDB\Words\n\numbness.md,Images/numbness.svg,real_image
numeral,C:\GTT\EnglishDB\Words\n\numeral.md,Images/numeral.svg,real_image
numerical,C:\GTT\EnglishDB\Words\n\numerical.md,Images/numerical.svg,real_image
numerous,C:\GTT\EnglishDB\Words\n\numerous.md,Images/numerous.svg,real_image
nun,C:\GTT\EnglishDB\Words\n\nun.md,Images/nun.svg,real_image
nurse,C:\GTT\EnglishDB\Words\n\nurse.md,Images/nurse.svg,real_image
nursery,C:\GTT\EnglishDB\Words\n\nursery.md,Images/nursery.svg,real_image
nursing,C:\GTT\EnglishDB\Words\n\nursing.md,Images/nursing.svg,real_image
nurture,C:\GTT\EnglishDB\Words\n\nurture.md,Images/nurture.svg,real_image
nurturing,C:\GTT\EnglishDB\Words\n\nurturing.md,Images/nurturing.svg,real_image
nut,C:\GTT\EnglishDB\Words\n\nut.md,Images/nut.svg,real_image
nutmeg,C:\GTT\EnglishDB\Words\n\nutmeg.md,Images/nutmeg.svg,real_image
nutrient,C:\GTT\EnglishDB\Words\n\nutrient.md,Images/nutrient.svg,real_image
nutrition,C:\GTT\EnglishDB\Words\n\nutrition.md,Images/nutrition.svg,real_image
nutritional,C:\GTT\EnglishDB\Words\n\nutritional.md,Images/nutritional.svg,real_image
nutritionist,C:\GTT\EnglishDB\Words\n\nutritionist.md,Images/nutritionist.svg,real_image
nutritious,C:\GTT\EnglishDB\Words\n\nutritious.md,Images/nutritious.svg,real_image
nuts,C:\GTT\EnglishDB\Words\n\nuts.md,Images/nuts.svg,real_image
nutshell,C:\GTT\EnglishDB\Words\n\nutshell.md,Images/nutshell.svg,real_image
nutty,C:\GTT\EnglishDB\Words\n\nutty.md,Images/nutty.svg,real_image
nuzzle,C:\GTT\EnglishDB\Words\n\nuzzle.md,Images/nuzzle.svg,real_image
nylon,C:\GTT\EnglishDB\Words\n\nylon.md,Images/nylon.svg,real_image
nymph,C:\GTT\EnglishDB\Words\n\nymph.md,Images/nymph.svg,real_image
oak,C:\GTT\EnglishDB\Words\o\oak.md,Images/oak.svg,real_image
oar,C:\GTT\EnglishDB\Words\o\oar.md,Images/oar.svg,real_image
oasis,C:\GTT\EnglishDB\Words\o\oasis.md,Images/oasis.svg,real_image
oath,C:\GTT\EnglishDB\Words\o\oath.md,Images/oath.svg,real_image
oatmeal,C:\GTT\EnglishDB\Words\o\oatmeal.md,Images/oatmeal.svg,real_image
oats,C:\GTT\EnglishDB\Words\o\oats.md,Images/oats.svg,real_image
obedience,C:\GTT\EnglishDB\Words\o\obedience.md,Images/obedience.svg,real_image
obedient,C:\GTT\EnglishDB\Words\o\obedient.md,Images/obedient.svg,real_image
obese,C:\GTT\EnglishDB\Words\o\obese.md,Images/obese.svg,real_image
obesity,C:\GTT\EnglishDB\Words\o\obesity.md,Images/obesity.svg,real_image
obey,C:\GTT\EnglishDB\Words\o\obey.md,Images/obey.svg,real_image
obituary,C:\GTT\EnglishDB\Words\o\obituary.md,Images/obituary.svg,real_image
object,C:\GTT\EnglishDB\Words\o\object.md,Images/object.svg,real_image
objection,C:\GTT\EnglishDB\Words\o\objection.md,Images/objection.svg,real_image
objectionable,C:\GTT\EnglishDB\Words\o\objectionable.md,Images/objectionable.svg,real_image
objective,C:\GTT\EnglishDB\Words\o\objective.md,Images/objective.svg,real_image
objectively,C:\GTT\EnglishDB\Words\o\objectively.md,Images/objectively.svg,real_image
objectivity,C:\GTT\EnglishDB\Words\o\objectivity.md,Images/objectivity.svg,real_image
obligate,C:\GTT\EnglishDB\Words\o\obligate.md,Images/obligate.svg,real_image
obligation,C:\GTT\EnglishDB\Words\o\obligation.md,Images/obligation.svg,real_image
obligatory,C:\GTT\EnglishDB\Words\o\obligatory.md,Images/obligatory.svg,real_image
oblige,C:\GTT\EnglishDB\Words\o\oblige.md,Images/oblige.svg,real_image
oblique,C:\GTT\EnglishDB\Words\o\oblique.md,Images/oblique.svg,real_image
obliterate,C:\GTT\EnglishDB\Words\o\obliterate.md,Images/obliterate.svg,real_image
oblivion,C:\GTT\EnglishDB\Words\o\oblivion.md,Images/oblivion.svg,real_image
oblivious,C:\GTT\EnglishDB\Words\o\oblivious.md,Images/oblivious.svg,real_image
obnoxious,C:\GTT\EnglishDB\Words\o\obnoxious.md,Images/obnoxious.svg,real_image
obscene,C:\GTT\EnglishDB\Words\o\obscene.md,Images/obscene.svg,real_image
obscenity,C:\GTT\EnglishDB\Words\o\obscenity.md,Images/obscenity.svg,real_image
obscure,C:\GTT\EnglishDB\Words\o\obscure.md,Images/obscure.svg,real_image
obscurity,C:\GTT\EnglishDB\Words\o\obscurity.md,Images/obscurity.svg,real_image
observable,C:\GTT\EnglishDB\Words\o\observable.md,Images/observable.svg,real_image
observance,C:\GTT\EnglishDB\Words\o\observance.md,Images/observance.svg,real_image
observant,C:\GTT\EnglishDB\Words\o\observant.md,Images/observant.svg,real_image
observation,C:\GTT\EnglishDB\Words\o\observation.md,Images/observation.svg,real_image
observational,C:\GTT\EnglishDB\Words\o\observational.md,Images/observational.svg,real_image
observatory,C:\GTT\EnglishDB\Words\o\observatory.md,Images/observatory.svg,real_image
observe,C:\GTT\EnglishDB\Words\o\observe.md,Images/observe.svg,real_image
observed,C:\GTT\EnglishDB\Words\o\observed.md,Images/observed.svg,real_image
observer,C:\GTT\EnglishDB\Words\o\observer.md,Images/observer.svg,real_image
obsess,C:\GTT\EnglishDB\Words\o\obsess.md,Images/obsess.svg,real_image
obsessed,C:\GTT\EnglishDB\Words\o\obsessed.md,Images/obsessed.svg,real_image
obsession,C:\GTT\EnglishDB\Words\o\obsession.md,Images/obsession.svg,real_image
obsessive,C:\GTT\EnglishDB\Words\o\obsessive.md,Images/obsessive.svg,real_image
obsessively,C:\GTT\EnglishDB\Words\o\obsessively.md,Images/obsessively.svg,real_image
obsolete,C:\GTT\EnglishDB\Words\o\obsolete.md,Images/obsolete.svg,real_image
obstacle,C:\GTT\EnglishDB\Words\o\obstacle.md,Images/obstacle.svg,real_image
obstetrician,C:\GTT\EnglishDB\Words\o\obstetrician.md,Images/obstetrician.svg,real_image
obstruct,C:\GTT\EnglishDB\Words\o\obstruct.md,Images/obstruct.svg,real_image
obstruction,C:\GTT\EnglishDB\Words\o\obstruction.md,Images/obstruction.svg,real_image
obtain,C:\GTT\EnglishDB\Words\o\obtain.md,Images/obtain.svg,real_image
obvious,C:\GTT\EnglishDB\Words\o\obvious.md,Images/obvious.svg,real_image
obviously,C:\GTT\EnglishDB\Words\o\obviously.md,Images/obviously.svg,real_image
occasion,C:\GTT\EnglishDB\Words\o\occasion.md,Images/occasion.svg,real_image
occasional,C:\GTT\EnglishDB\Words\o\occasional.md,Images/occasional.svg,real_image
occasionally,C:\GTT\EnglishDB\Words\o\occasionally.md,Images/occasionally.svg,real_image
occult,C:\GTT\EnglishDB\Words\o\occult.md,Images/occult.svg,real_image
occupancy,C:\GTT\EnglishDB\Words\o\occupancy.md,Images/occupancy.svg,real_image
occupant,C:\GTT\EnglishDB\Words\o\occupant.md,Images/occupant.svg,real_image
occupation,C:\GTT\EnglishDB\Words\o\occupation.md,Images/occupation.svg,real_image
occupational,C:\GTT\EnglishDB\Words\o\occupational.md,Images/occupational.svg,real_image
occupied,C:\GTT\EnglishDB\Words\o\occupied.md,Images/occupied.svg,real_image
occupy,C:\GTT\EnglishDB\Words\o\occupy.md,Images/occupy.svg,real_image
occupying,C:\GTT\EnglishDB\Words\o\occupying.md,Images/occupying.svg,real_image
occur,C:\GTT\EnglishDB\Words\o\occur.md,Images/occur.svg,real_image
occurrence,C:\GTT\EnglishDB\Words\o\occurrence.md,Images/occurrence.svg,real_image
ocean,C:\GTT\EnglishDB\Words\o\ocean.md,Images/ocean.svg,real_image
oceanic,C:\GTT\EnglishDB\Words\o\oceanic.md,Images/oceanic.svg,real_image
octave,C:\GTT\EnglishDB\Words\o\octave.md,Images/octave.svg,real_image
octopus,C:\GTT\EnglishDB\Words\o\octopus.md,Images/octopus.svg,real_image
odd,C:\GTT\EnglishDB\Words\o\odd.md,Images/odd.svg,real_image
oddball,C:\GTT\EnglishDB\Words\o\oddball.md,Images/oddball.svg,real_image
oddity,C:\GTT\EnglishDB\Words\o\oddity.md,Images/oddity.svg,real_image
oddly,C:\GTT\EnglishDB\Words\o\oddly.md,Images/oddly.svg,real_image
odds,C:\GTT\EnglishDB\Words\o\odds.md,Images/odds.svg,real_image
odor,C:\GTT\EnglishDB\Words\o\odor.md,Images/odor.svg,real_image
odyssey,C:\GTT\EnglishDB\Words\o\odyssey.md,Images/odyssey.svg,real_image
oeuvre,C:\GTT\EnglishDB\Words\o\oeuvre.md,Images/oeuvre.svg,real_image
of,C:\GTT\EnglishDB\Words\o\of.md,Images/of.svg,real_image
off-duty,C:\GTT\EnglishDB\Words\o\off-duty.md,Images/off-duty.svg,real_image
off-limits,C:\GTT\EnglishDB\Words\o\off-limits.md,Images/off-limits.svg,real_image
off-road,C:\GTT\EnglishDB\Words\o\off-road.md,Images/off-road.svg,real_image
off,C:\GTT\EnglishDB\Words\o\off.md,Images/off.svg,real_image
offbeat,C:\GTT\EnglishDB\Words\o\offbeat.md,Images/offbeat.svg,real_image
offend,C:\GTT\EnglishDB\Words\o\offend.md,Images/offend.svg,real_image
offender,C:\GTT\EnglishDB\Words\o\offender.md,Images/offender.svg,real_image
offending,C:\GTT\EnglishDB\Words\o\offending.md,Images/offending.svg,real_image
offense,C:\GTT\EnglishDB\Words\o\offense.md,Images/offense.svg,real_image
offensive,C:\GTT\EnglishDB\Words\o\offensive.md,Images/offensive.svg,real_image
offensively,C:\GTT\EnglishDB\Words\o\offensively.md,Images/offensively.svg,real_image
offer,C:\GTT\EnglishDB\Words\o\offer.md,Images/offer.svg,real_image
offered,C:\GTT\EnglishDB\Words\o\offered.md,Images/offered.svg,real_image
offering,C:\GTT\EnglishDB\Words\o\offering.md,Images/offering.svg,real_image
office,C:\GTT\EnglishDB\Words\o\office.md,Images/office.svg,real_image
officer,C:\GTT\EnglishDB\Words\o\officer.md,Images/officer.svg,real_image
official,C:\GTT\EnglishDB\Words\o\official.md,Images/official.svg,real_image
officially,C:\GTT\EnglishDB\Words\o\officially.md,Images/officially.svg,real_image
officiate,C:\GTT\EnglishDB\Words\o\officiate.md,Images/officiate.svg,real_image
offset,C:\GTT\EnglishDB\Words\o\offset.md,Images/offset.svg,real_image
offshoot,C:\GTT\EnglishDB\Words\o\offshoot.md,Images/offshoot.svg,real_image
offshore,C:\GTT\EnglishDB\Words\o\offshore.md,Images/offshore.svg,real_image
offspring,C:\GTT\EnglishDB\Words\o\offspring.md,Images/offspring.svg,real_image
often,C:\GTT\EnglishDB\Words\o\often.md,Images/often.svg,real_image
oftentimes,C:\GTT\EnglishDB\Words\o\oftentimes.md,Images/oftentimes.svg,real_image
oh,C:\GTT\EnglishDB\Words\o\oh.md,Images/oh.svg,real_image
oil,C:\GTT\EnglishDB\Words\o\oil.md,Images/oil.svg,real_image
oily,C:\GTT\EnglishDB\Words\o\oily.md,Images/oily.svg,real_image
ointment,C:\GTT\EnglishDB\Words\o\ointment.md,Images/ointment.svg,real_image
ok,C:\GTT\EnglishDB\Words\o\ok.md,Images/ok.svg,real_image
okay,C:\GTT\EnglishDB\Words\o\okay.md,Images/okay.svg,real_image
okra,C:\GTT\EnglishDB\Words\o\okra.md,Images/okra.svg,real_image
old-fashioned,C:\GTT\EnglishDB\Words\o\old-fashioned.md,Images/old-fashioned.svg,real_image
old-growth,C:\GTT\EnglishDB\Words\o\old-growth.md,Images/old-growth.svg,real_image
old-school,C:\GTT\EnglishDB\Words\o\old-school.md,Images/old-school.svg,real_image
old-style,C:\GTT\EnglishDB\Words\o\old-style.md,Images/old-style.svg,real_image
old-time,C:\GTT\EnglishDB\Words\o\old-time.md,Images/old-time.svg,real_image
old-timer,C:\GTT\EnglishDB\Words\o\old-timer.md,Images/old-timer.svg,real_image
old,C:\GTT\EnglishDB\Words\o\old.md,Images/old.svg,real_image
olive,C:\GTT\EnglishDB\Words\o\olive.md,Images/olive.svg,real_image
olympian,C:\GTT\EnglishDB\Words\o\olympian.md,Images/olympian.svg,real_image
olympic,C:\GTT\EnglishDB\Words\o\olympic.md,Images/olympic.svg,real_image
olympics,C:\GTT\EnglishDB\Words\o\olympics.md,Images/olympics.svg,real_image
omelet,C:\GTT\EnglishDB\Words\o\omelet.md,Images/omelet.svg,real_image
omen,C:\GTT\EnglishDB\Words\o\omen.md,Images/omen.svg,real_image
ominous,C:\GTT\EnglishDB\Words\o\ominous.md,Images/ominous.svg,real_image
ominously,C:\GTT\EnglishDB\Words\o\ominously.md,Images/ominously.svg,real_image
omission,C:\GTT\EnglishDB\Words\o\omission.md,Images/omission.svg,real_image
omit,C:\GTT\EnglishDB\Words\o\omit.md,Images/omit.svg,real_image
omnipresent,C:\GTT\EnglishDB\Words\o\omnipresent.md,Images/omnipresent.svg,real_image
on-site,C:\GTT\EnglishDB\Words\o\on-site.md,Images/on-site.png,real_image
on-the-job,C:\GTT\EnglishDB\Words\o\on-the-job.md,Images/on-the-job.svg,real_image
on,C:\GTT\EnglishDB\Words\o\on.md,Images/on.svg,real_image
once,C:\GTT\EnglishDB\Words\o\once.md,Images/once.svg,real_image
oncologist,C:\GTT\EnglishDB\Words\o\oncologist.md,Images/oncologist.svg,real_image
oncology,C:\GTT\EnglishDB\Words\o\oncology.md,Images/oncology.svg,real_image
oncoming,C:\GTT\EnglishDB\Words\o\oncoming.md,Images/oncoming.svg,real_image
one-bedroom,C:\GTT\EnglishDB\Words\o\one-bedroom.md,Images/one-bedroom.svg,real_image
one-day,C:\GTT\EnglishDB\Words\o\one-day.md,Images/one-day.svg,real_image
one-dimensional,C:\GTT\EnglishDB\Words\o\one-dimensional.md,Images/one-dimensional.svg,real_image
one-fifth,C:\GTT\EnglishDB\Words\o\one-fifth.md,Images/one-fifth.svg,real_image
one-fourth,C:\GTT\EnglishDB\Words\o\one-fourth.md,Images/one-fourth.svg,real_image
one-half,C:\GTT\EnglishDB\Words\o\one-half.md,Images/one-half.svg,real_image
one-hour,C:\GTT\EnglishDB\Words\o\one-hour.md,Images/one-hour.svg,real_image
one-man,C:\GTT\EnglishDB\Words\o\one-man.md,Images/one-man.svg,real_image
one-of-a-kind,C:\GTT\EnglishDB\Words\o\one-of-a-kind.md,Images/one-of-a-kind.svg,real_image
one-on-one,C:\GTT\EnglishDB\Words\o\one-on-one.md,Images/one-on-one.svg,real_image
one-party,C:\GTT\EnglishDB\Words\o\one-party.md,Images/one-party.svg,real_image
one-quarter,C:\GTT\EnglishDB\Words\o\one-quarter.md,Images/one-quarter.svg,real_image
one-room,C:\GTT\EnglishDB\Words\o\one-room.md,Images/one-room.svg,real_image
one-sided,C:\GTT\EnglishDB\Words\o\one-sided.md,Images/one-sided.svg,real_image
one-stop,C:\GTT\EnglishDB\Words\o\one-stop.md,Images/one-stop.svg,real_image
one-tenth,C:\GTT\EnglishDB\Words\o\one-tenth.md,Images/one-tenth.svg,real_image
one-third,C:\GTT\EnglishDB\Words\o\one-third.md,Images/one-third.svg,real_image
one-time,C:\GTT\EnglishDB\Words\o\one-time.md,Images/one-time.svg,real_image
one-way,C:\GTT\EnglishDB\Words\o\one-way.md,Images/one-way.svg,real_image
one-year,C:\GTT\EnglishDB\Words\o\one-year.md,Images/one-year.svg,real_image
one,C:\GTT\EnglishDB\Words\o\one.md,Images/one.svg,real_image
onerous,C:\GTT\EnglishDB\Words\o\onerous.md,Images/onerous.svg,real_image
oneself,C:\GTT\EnglishDB\Words\o\oneself.md,Images/oneself.svg,real_image
ongoing,C:\GTT\EnglishDB\Words\o\ongoing.md,Images/ongoing.svg,real_image
onion,C:\GTT\EnglishDB\Words\o\onion.md,Images/onion.svg,real_image
online,C:\GTT\EnglishDB\Words\o\online.md,Images/online.svg,real_image
onlooker,C:\GTT\EnglishDB\Words\o\onlooker.md,Images/onlooker.svg,real_image
only,C:\GTT\EnglishDB\Words\o\only.md,Images/only.svg,real_image
onset,C:\GTT\EnglishDB\Words\o\onset.md,Images/onset.svg,real_image
onslaught,C:\GTT\EnglishDB\Words\o\onslaught.md,Images/onslaught.svg,real_image
onstage,C:\GTT\EnglishDB\Words\o\onstage.md,Images/onstage.svg,real_image
onto,C:\GTT\EnglishDB\Words\o\onto.md,Images/onto.svg,real_image
ontological,C:\GTT\EnglishDB\Words\o\ontological.md,Images/ontological.svg,real_image
onward,C:\GTT\EnglishDB\Words\o\onward.md,Images/onward.svg,real_image
ooh,C:\GTT\EnglishDB\Words\o\ooh.md,Images/ooh.svg,real_image
oops,C:\GTT\EnglishDB\Words\o\oops.md,Images/oops.svg,real_image
ooze,C:\GTT\EnglishDB\Words\o\ooze.md,Images/ooze.svg,real_image
op-ed,C:\GTT\EnglishDB\Words\o\op-ed.md,Images/op-ed.svg,real_image
