Word,Encoding,TokenIDs,TokenPieces,TokenCount,SingleToken,Token1,Piece1,Token2,Piece2,Token3,Piece3,Token4,Piece4,Token5,Piece5,Token6,Piece6,Token7,Piece7,Token8,Piece8,TokenID,GTT,GTT码,GTT字,Chinese,POS,Frequency
minimum,o200k_base,80931,minimum,1,YES,80931,minimum,,,,,,,,,,,,,,,9773,,,,,,
mining,o200k_base,1493 289,min | ing,2,NO,1493,min,289,ing,,,,,,,,,,,,,9774,,,,,,
miniseries,o200k_base,1493 7466 566,min | iser | ies,3,NO,1493,min,7466,iser,566,ies,,,,,,,,,,,9775,,,,,,
minister,o200k_base,49513,minister,1,YES,49513,minister,,,,,,,,,,,,,,,9776,,,,,,
ministerial,o200k_base,49513 563,minister | ial,2,NO,49513,minister,563,ial,,,,,,,,,,,,,9777,,,,,,
ministry,o200k_base,1493 6569,min | istry,2,NO,1493,min,6569,istry,,,,,,,,,,,,,9778,,,,,,
minivan,o200k_base,1493 32112,min | ivan,2,NO,1493,min,32112,ivan,,,,,,,,,,,,,9779,,,,,,
mink,o200k_base,76 881,m | ink,2,NO,76,m,881,ink,,,,,,,,,,,,,9780,,,,,,
minnow,o200k_base,1493 6201,min | now,2,NO,1493,min,6201,now,,,,,,,,,,,,,9781,,,,,,
minor-league,o200k_base,103796 20676 7447,minor | -le | ague,3,NO,103796,minor,20676,-le,7447,ague,,,,,,,,,,,9782,,,,,,
minor,o200k_base,103796,minor,1,YES,103796,minor,,,,,,,,,,,,,,,9783,,,,,,
minority,o200k_base,103796 536,minor | ity,2,NO,103796,minor,536,ity,,,,,,,,,,,,,9784,,,,,,
mint,o200k_base,75227,mint,1,YES,75227,mint,,,,,,,,,,,,,,,9785,,,,,,
minus,o200k_base,80991,minus,1,YES,80991,minus,,,,,,,,,,,,,,,9786,,,,,,
minuscule,o200k_base,1493 30081 1601,min | usc | ule,3,NO,1493,min,30081,usc,1601,ule,,,,,,,,,,,9787,,,,,,
minute,o200k_base,84372,minute,1,YES,84372,minute,,,,,,,,,,,,,,,9788,,,,,,
minutia,o200k_base,1493 164157,min | utia,2,NO,1493,min,164157,utia,,,,,,,,,,,,,9789,,,,,,
miracle,o200k_base,25098 10500,mir | acle,2,NO,25098,mir,10500,acle,,,,,,,,,,,,,9790,,,,,,
miraculous,o200k_base,25098 359 27627,mir | ac | ulous,3,NO,25098,mir,359,ac,27627,ulous,,,,,,,,,,,9791,,,,,,
miraculously,o200k_base,25098 88658 10701,mir | acul | ously,3,NO,25098,mir,88658,acul,10701,ously,,,,,,,,,,,9792,,,,,,
mirage,o200k_base,25098 477,mir | age,2,NO,25098,mir,477,age,,,,,,,,,,,,,9793,,,,,,
mire,o200k_base,76 594,m | ire,2,NO,76,m,594,ire,,,,,,,,,,,,,9794,,,,,,
mirror,o200k_base,152903,mirror,1,YES,152903,mirror,,,,,,,,,,,,,,,9795,,,,,,
mirrored,o200k_base,25098 90416,mir | rored,2,NO,25098,mir,90416,rored,,,,,,,,,,,,,9796,,,,,,
misbehave,o200k_base,18320 32076 577,mis | beh | ave,3,NO,18320,mis,32076,beh,577,ave,,,,,,,,,,,9797,,,,,,
misbehavior,o200k_base,18320 87654,mis | behavior,2,NO,18320,mis,87654,behavior,,,,,,,,,,,,,9798,,,,,,
miscalculation,o200k_base,18320 5842 41845,mis | cal | culation,3,NO,18320,mis,5842,cal,41845,culation,,,,,,,,,,,9799,,,,,,
miscarriage,o200k_base,18320 6830 13436,mis | car | riage,3,NO,18320,mis,6830,car,13436,riage,,,,,,,,,,,9800,,,,,,
miscellaneous,o200k_base,114163 108338,misc | ellaneous,2,NO,114163,misc,108338,ellaneous,,,,,,,,,,,,,9801,,,,,,
mischief,o200k_base,76 5570 3156,m | isch | ief,3,NO,76,m,5570,isch,3156,ief,,,,,,,,,,,9802,,,,,,
mischievous,o200k_base,76 5570 15811 784,m | isch | iev | ous,4,NO,76,m,5570,isch,15811,iev,784,ous,,,,,,,,,9803,,,,,,
misconception,o200k_base,18320 542 1317,mis | con | ception,3,NO,18320,mis,542,con,1317,ception,,,,,,,,,,,9804,,,,,,
misconduct,o200k_base,18320 118755,mis | conduct,2,NO,18320,mis,118755,conduct,,,,,,,,,,,,,9805,,,,,,
misdeed,o200k_base,18320 613 295,mis | de | ed,3,NO,18320,mis,613,de,295,ed,,,,,,,,,,,9806,,,,,,
misdemeanor,o200k_base,18320 86162 115169,mis | deme | anor,3,NO,18320,mis,86162,deme,115169,anor,,,,,,,,,,,9807,,,,,,
miserable,o200k_base,76 7466 562,m | iser | able,3,NO,76,m,7466,iser,562,able,,,,,,,,,,,9808,,,,,,
miserably,o200k_base,76 7466 4235,m | iser | ably,3,NO,76,m,7466,iser,4235,ably,,,,,,,,,,,9809,,,,,,
misery,o200k_base,18320 875,mis | ery,2,NO,18320,mis,875,ery,,,,,,,,,,,,,9810,,,,,,
misfit,o200k_base,18320 8487,mis | fit,2,NO,18320,mis,8487,fit,,,,,,,,,,,,,9811,,,,,,
misfortune,o200k_base,18320 162914,mis | fortune,2,NO,18320,mis,162914,fortune,,,,,,,,,,,,,9812,,,,,,
misgiving,o200k_base,18320 140932,mis | giving,2,NO,18320,mis,140932,giving,,,,,,,,,,,,,9813,,,,,,
misguided,o200k_base,18320 153961,mis | guided,2,NO,18320,mis,153961,guided,,,,,,,,,,,,,9814,,,,,,
mishandle,o200k_base,76 1109 9119,m | ish | andle,3,NO,76,m,1109,ish,9119,andle,,,,,,,,,,,9815,,,,,,
mishap,o200k_base,76 1109 403,m | ish | ap,3,NO,76,m,1109,ish,403,ap,,,,,,,,,,,9816,,,,,,
misinformation,o200k_base,18320 41825,mis | information,2,NO,18320,mis,41825,information,,,,,,,,,,,,,9817,,,,,,
misinterpret,o200k_base,18320 37352,mis | interpret,2,NO,18320,mis,37352,interpret,,,,,,,,,,,,,9818,,,,,,
misjudge,o200k_base,18320 163735,mis | judge,2,NO,18320,mis,163735,judge,,,,,,,,,,,,,9819,,,,,,
mislead,o200k_base,18320 57600,mis | lead,2,NO,18320,mis,57600,lead,,,,,,,,,,,,,9820,,,,,,
misleading,o200k_base,18320 51812,mis | leading,2,NO,18320,mis,51812,leading,,,,,,,,,,,,,9821,,,,,,
mismanagement,o200k_base,18320 49810,mis | management,2,NO,18320,mis,49810,management,,,,,,,,,,,,,9822,,,,,,
mismatch,o200k_base,76 79034,m | ismatch,2,NO,76,m,79034,ismatch,,,,,,,,,,,,,9823,,,,,,
misperception,o200k_base,18320 543 1317,mis | per | ception,3,NO,18320,mis,543,per,1317,ception,,,,,,,,,,,9824,,,,,,
misplace,o200k_base,18320 3243,mis | place,2,NO,18320,mis,3243,place,,,,,,,,,,,,,9825,,,,,,
misplaced,o200k_base,18320 40927,mis | placed,2,NO,18320,mis,40927,placed,,,,,,,,,,,,,9826,,,,,,
misread,o200k_base,18320 1293,mis | read,2,NO,18320,mis,1293,read,,,,,,,,,,,,,9827,,,,,,
misrepresent,o200k_base,18320 65215,mis | represent,2,NO,18320,mis,65215,represent,,,,,,,,,,,,,9828,,,,,,
misrepresentation,o200k_base,18320 178370,mis | representation,2,NO,18320,mis,178370,representation,,,,,,,,,,,,,9829,,,,,,
miss,o200k_base,15399,miss,1,YES,15399,miss,,,,,,,,,,,,,,,9830,,,,,,
missed,o200k_base,15399 295,miss | ed,2,NO,15399,miss,295,ed,,,,,,,,,,,,,9831,,,,,,
missile,o200k_base,15399 554,miss | ile,2,NO,15399,miss,554,ile,,,,,,,,,,,,,9832,,,,,,
missing,o200k_base,68892,missing,1,YES,68892,missing,,,,,,,,,,,,,,,9833,,,,,,
mission,o200k_base,4503,mission,1,YES,4503,mission,,,,,,,,,,,,,,,9834,,,,,,
missionary,o200k_base,4503 815,mission | ary,2,NO,4503,mission,815,ary,,,,,,,,,,,,,9835,,,,,,
misstep,o200k_base,18320 17509,mis | step,2,NO,18320,mis,17509,step,,,,,,,,,,,,,9836,,,,,,
mist,o200k_base,37296,mist,1,YES,37296,mist,,,,,,,,,,,,,,,9837,,,,,,
mistake,o200k_base,37296 814,mist | ake,2,NO,37296,mist,814,ake,,,,,,,,,,,,,9838,,,,,,
mistaken,o200k_base,37296 8371,mist | aken,2,NO,37296,mist,8371,aken,,,,,,,,,,,,,9839,,,,,,
mistakenly,o200k_base,37296 8371 423,mist | aken | ly,3,NO,37296,mist,8371,aken,423,ly,,,,,,,,,,,9840,,,,,,
mister,o200k_base,76 1947,m | ister,2,NO,76,m,1947,ister,,,,,,,,,,,,,9841,,,,,,
mistreat,o200k_base,37296 1123,mist | reat,2,NO,37296,mist,1123,reat,,,,,,,,,,,,,9842,,,,,,
mistreatment,o200k_base,37296 49108,mist | reatment,2,NO,37296,mist,49108,reatment,,,,,,,,,,,,,9843,,,,,,
mistress,o200k_base,37296 799,mist | ress,2,NO,37296,mist,799,ress,,,,,,,,,,,,,9844,,,,,,
mistrust,o200k_base,76 2534 570,m | istr | ust,3,NO,76,m,2534,istr,570,ust,,,,,,,,,,,9845,,,,,,
misty,o200k_base,37296 88,mist | y,2,NO,37296,mist,88,y,,,,,,,,,,,,,9846,,,,,,
misunderstand,o200k_base,18320 11093 2861,mis | under | stand,3,NO,18320,mis,11093,under,2861,stand,,,,,,,,,,,9847,,,,,,
misunderstanding,o200k_base,18320 11093 12138,mis | under | standing,3,NO,18320,mis,11093,under,12138,standing,,,,,,,,,,,9848,,,,,,
misuse,o200k_base,18320 1821,mis | use,2,NO,18320,mis,1821,use,,,,,,,,,,,,,9849,,,,,,
mite,o200k_base,56854,mite,1,YES,56854,mite,,,,,,,,,,,,,,,9850,,,,,,
mitigate,o200k_base,2765 164052,mit | igate,2,NO,2765,mit,164052,igate,,,,,,,,,,,,,9851,,,,,,
mitigation,o200k_base,2765 26014,mit | igation,2,NO,2765,mit,26014,igation,,,,,,,,,,,,,9852,,,,,,
mitt,o200k_base,19385,mitt,1,YES,19385,mitt,,,,,,,,,,,,,,,9853,,,,,,
mitten,o200k_base,2765 1305,mit | ten,2,NO,2765,mit,1305,ten,,,,,,,,,,,,,9854,,,,,,
mix,o200k_base,69015,mix,1,YES,69015,mix,,,,,,,,,,,,,,,9855,,,,,,
mixed,o200k_base,136877,mixed,1,YES,136877,mixed,,,,,,,,,,,,,,,9856,,,,,,
mixer,o200k_base,76 46956,m | ixer,2,NO,76,m,46956,ixer,,,,,,,,,,,,,9857,,,,,,
mixing,o200k_base,69015 289,mix | ing,2,NO,69015,mix,289,ing,,,,,,,,,,,,,9858,,,,,,
mixture,o200k_base,3900 10978,mi | xture,2,NO,3900,mi,10978,xture,,,,,,,,,,,,,9859,,,,,,
mm-hmm,o200k_base,4538 4559 4538,mm | -h | mm,3,NO,4538,mm,4559,-h,4538,mm,,,,,,,,,,,9860,,,,,,
mm,o200k_base,4538,mm,1,YES,4538,mm,,,,,,,,,,,,,,,9861,,,,,,
mmm,o200k_base,66800,mmm,1,YES,66800,mmm,,,,,,,,,,,,,,,9862,,,,,,
moan,o200k_base,3690 270,mo | an,2,NO,3690,mo,270,an,,,,,,,,,,,,,9863,,,,,,
moat,o200k_base,3690 266,mo | at,2,NO,3690,mo,266,at,,,,,,,,,,,,,9864,,,,,,
mob,o200k_base,58449,mob,1,YES,58449,mob,,,,,,,,,,,,,,,9865,,,,,,
mobile,o200k_base,28233,mobile,1,YES,28233,mobile,,,,,,,,,,,,,,,9866,,,,,,
mobility,o200k_base,58449 1763,mob | ility,2,NO,58449,mob,1763,ility,,,,,,,,,,,,,9867,,,,,,
mobilization,o200k_base,117248 2860,mobil | ization,2,NO,117248,mobil,2860,ization,,,,,,,,,,,,,9868,,,,,,
mobilize,o200k_base,117248 750,mobil | ize,2,NO,117248,mobil,750,ize,,,,,,,,,,,,,9869,,,,,,
mobster,o200k_base,58449 3968,mob | ster,2,NO,58449,mob,3968,ster,,,,,,,,,,,,,9870,,,,,,
moccasin,o200k_base,76 432 14617 258,m | oc | cas | in,4,NO,76,m,432,oc,14617,cas,258,in,,,,,,,,,9871,,,,,,
mock,o200k_base,32735,mock,1,YES,32735,mock,,,,,,,,,,,,,,,9872,,,,,,
mockery,o200k_base,32735 875,mock | ery,2,NO,32735,mock,875,ery,,,,,,,,,,,,,9873,,,,,,
mocking,o200k_base,32735 289,mock | ing,2,NO,32735,mock,289,ing,,,,,,,,,,,,,9874,,,,,,
modality,o200k_base,4847 9443,mod | ality,2,NO,4847,mod,9443,ality,,,,,,,,,,,,,9875,,,,,,
mode,o200k_base,17591,mode,1,YES,17591,mode,,,,,,,,,,,,,,,9876,,,,,,
model,o200k_base,5079,model,1,YES,5079,model,,,,,,,,,,,,,,,9877,,,,,,
modeling,o200k_base,5079 289,model | ing,2,NO,5079,model,289,ing,,,,,,,,,,,,,9878,,,,,,
modem,o200k_base,4847 347,mod | em,2,NO,4847,mod,347,em,,,,,,,,,,,,,9879,,,,,,
moderate,o200k_base,115043 379,moder | ate,2,NO,115043,moder,379,ate,,,,,,,,,,,,,9880,,,,,,
moderately,o200k_base,115043 3721,moder | ately,2,NO,115043,moder,3721,ately,,,,,,,,,,,,,9881,,,,,,
moderation,o200k_base,115043 387,moder | ation,2,NO,115043,moder,387,ation,,,,,,,,,,,,,9882,,,,,,
moderator,o200k_base,115043 1246,moder | ator,2,NO,115043,moder,1246,ator,,,,,,,,,,,,,9883,,,,,,
modern-day,o200k_base,73148 14540,modern | -day,2,NO,73148,modern,14540,-day,,,,,,,,,,,,,9884,,,,,,
modern,o200k_base,73148,modern,1,YES,73148,modern,,,,,,,,,,,,,,,9885,,,,,,
modernism,o200k_base,73148 2367,modern | ism,2,NO,73148,modern,2367,ism,,,,,,,,,,,,,9886,,,,,,
modernist,o200k_base,73148 421,modern | ist,2,NO,73148,modern,421,ist,,,,,,,,,,,,,9887,,,,,,
modernity,o200k_base,73148 536,modern | ity,2,NO,73148,modern,536,ity,,,,,,,,,,,,,9888,,,,,,
modernization,o200k_base,73148 2860,modern | ization,2,NO,73148,modern,2860,ization,,,,,,,,,,,,,9889,,,,,,
modernize,o200k_base,73148 750,modern | ize,2,NO,73148,modern,750,ize,,,,,,,,,,,,,9890,,,,,,
modest,o200k_base,4847 376,mod | est,2,NO,4847,mod,376,est,,,,,,,,,,,,,9891,,,,,,
modestly,o200k_base,4847 69202,mod | estly,2,NO,4847,mod,69202,estly,,,,,,,,,,,,,9892,,,,,,
modesty,o200k_base,4847 49664,mod | esty,2,NO,4847,mod,49664,esty,,,,,,,,,,,,,9893,,,,,,
modification,o200k_base,4847 3166,mod | ification,2,NO,4847,mod,3166,ification,,,,,,,,,,,,,9894,,,,,,
modified,o200k_base,56959,modified,1,YES,56959,modified,,,,,,,,,,,,,,,9895,,,,,,
modify,o200k_base,65063,modify,1,YES,65063,modify,,,,,,,,,,,,,,,9896,,,,,,
modular,o200k_base,4847 1492,mod | ular,2,NO,4847,mod,1492,ular,,,,,,,,,,,,,9897,,,,,,
modulate,o200k_base,4847 10111,mod | ulate,2,NO,4847,mod,10111,ulate,,,,,,,,,,,,,9898,,,,,,
module,o200k_base,8056,module,1,YES,8056,module,,,,,,,,,,,,,,,9899,,,,,,
mogul,o200k_base,62472 361,mog | ul,2,NO,62472,mog,361,ul,,,,,,,,,,,,,9900,,,,,,
moist,o200k_base,3690 421,mo | ist,2,NO,3690,mo,421,ist,,,,,,,,,,,,,9901,,,,,,
moisten,o200k_base,3690 10601,mo | isten,2,NO,3690,mo,10601,isten,,,,,,,,,,,,,9902,,,,,,
moisture,o200k_base,3690 421 627,mo | ist | ure,3,NO,3690,mo,421,ist,627,ure,,,,,,,,,,,9903,,,,,,
moisturizer,o200k_base,3690 421 330 4492,mo | ist | ur | izer,4,NO,3690,mo,421,ist,330,ur,4492,izer,,,,,,,,,9904,,,,,,
mojave,o200k_base,3690 73 577,mo | j | ave,3,NO,3690,mo,73,j,577,ave,,,,,,,,,,,9905,,,,,,
molasses,o200k_base,52355 39626,mol | asses,2,NO,52355,mol,39626,asses,,,,,,,,,,,,,9906,,,,,,
mold,o200k_base,76 1280,m | old,2,NO,76,m,1280,old,,,,,,,,,,,,,9907,,,,,,
molded,o200k_base,76 1280 295,m | old | ed,3,NO,76,m,1280,old,295,ed,,,,,,,,,,,9908,,,,,,
molding,o200k_base,76 39256,m | olding,2,NO,76,m,39256,olding,,,,,,,,,,,,,9909,,,,,,
mole,o200k_base,76 1491,m | ole,2,NO,76,m,1491,ole,,,,,,,,,,,,,9910,,,,,,
molecular,o200k_base,76 114688,m | olecular,2,NO,76,m,114688,olecular,,,,,,,,,,,,,9911,,,,,,
molecule,o200k_base,76 109882,m | olecule,2,NO,76,m,109882,olecule,,,,,,,,,,,,,9912,,,,,,
molest,o200k_base,52355 376,mol | est,2,NO,52355,mol,376,est,,,,,,,,,,,,,9913,,,,,,
molestation,o200k_base,52355 70677,mol | estation,2,NO,52355,mol,70677,estation,,,,,,,,,,,,,9914,,,,,,
molester,o200k_base,52355 5119,mol | ester,2,NO,52355,mol,5119,ester,,,,,,,,,,,,,9915,,,,,,
molten,o200k_base,52355 1305,mol | ten,2,NO,52355,mol,1305,ten,,,,,,,,,,,,,9916,,,,,,
mom,o200k_base,94440,mom,1,YES,94440,mom,,,,,,,,,,,,,,,9917,,,,,,
moment,o200k_base,52984,moment,1,YES,52984,moment,,,,,,,,,,,,,,,9918,,,,,,
momentarily,o200k_base,52984 10581,moment | arily,2,NO,52984,moment,10581,arily,,,,,,,,,,,,,9919,,,,,,
momentary,o200k_base,52984 815,moment | ary,2,NO,52984,moment,815,ary,,,,,,,,,,,,,9920,,,,,,
momentous,o200k_base,52984 784,moment | ous,2,NO,52984,moment,784,ous,,,,,,,,,,,,,9921,,,,,,
momentum,o200k_base,52984 394,moment | um,2,NO,52984,moment,394,um,,,,,,,,,,,,,9922,,,,,,
momma,o200k_base,94440 809,mom | ma,2,NO,94440,mom,809,ma,,,,,,,,,,,,,9923,,,,,,
mommy,o200k_base,94440 3825,mom | my,2,NO,94440,mom,3825,my,,,,,,,,,,,,,9924,,,,,,
monarch,o200k_base,3498 1417,mon | arch,2,NO,3498,mon,1417,arch,,,,,,,,,,,,,9925,,,,,,
monarchy,o200k_base,3498 26388,mon | archy,2,NO,3498,mon,26388,archy,,,,,,,,,,,,,9926,,,,,,
monastery,o200k_base,3498 96212,mon | astery,2,NO,3498,mon,96212,astery,,,,,,,,,,,,,9927,,,,,,
monastic,o200k_base,3498 5620,mon | astic,2,NO,3498,mon,5620,astic,,,,,,,,,,,,,9928,,,,,,
monetary,o200k_base,3498 292 815,mon | et | ary,3,NO,3498,mon,292,et,815,ary,,,,,,,,,,,9929,,,,,,
money,o200k_base,52994,money,1,YES,52994,money,,,,,,,,,,,,,,,9930,,,,,,
moniker,o200k_base,3498 16980,mon | iker,2,NO,3498,mon,16980,iker,,,,,,,,,,,,,9931,,,,,,
monitor,o200k_base,59425,monitor,1,YES,59425,monitor,,,,,,,,,,,,,,,9932,,,,,,
monitoring,o200k_base,59425 289,monitor | ing,2,NO,59425,monitor,289,ing,,,,,,,,,,,,,9933,,,,,,
monk,o200k_base,3498 74,mon | k,2,NO,3498,mon,74,k,,,,,,,,,,,,,9934,,,,,,
monkey,o200k_base,3498 1898,mon | key,2,NO,3498,mon,1898,key,,,,,,,,,,,,,9935,,,,,,
monochrome,o200k_base,3498 6988 9245,mon | och | rome,3,NO,3498,mon,6988,och,9245,rome,,,,,,,,,,,9936,,,,,,
monogamous,o200k_base,3498 479 37580,mon | og | amous,3,NO,3498,mon,479,og,37580,amous,,,,,,,,,,,9937,,,,,,
monograph,o200k_base,3498 4257,mon | ograph,2,NO,3498,mon,4257,ograph,,,,,,,,,,,,,9938,,,,,,
monolith,o200k_base,3498 80918,mon | olith,2,NO,3498,mon,80918,olith,,,,,,,,,,,,,9939,,,,,,
monolithic,o200k_base,3498 126651,mon | olithic,2,NO,3498,mon,126651,olithic,,,,,,,,,,,,,9940,,,,,,
monologue,o200k_base,3498 84836,mon | ologue,2,NO,3498,mon,84836,ologue,,,,,,,,,,,,,9941,,,,,,
monopolize,o200k_base,3498 56987 750,mon | opol | ize,3,NO,3498,mon,56987,opol,750,ize,,,,,,,,,,,9942,,,,,,
monopoly,o200k_base,3498 72373,mon | opoly,2,NO,3498,mon,72373,opoly,,,,,,,,,,,,,9943,,,,,,
monotonous,o200k_base,3498 32749 784,mon | oton | ous,3,NO,3498,mon,32749,oton,784,ous,,,,,,,,,,,9944,,,,,,
monoxide,o200k_base,3498 69233,mon | oxide,2,NO,3498,mon,69233,oxide,,,,,,,,,,,,,9945,,,,,,
monsoon,o200k_base,3498 84908,mon | soon,2,NO,3498,mon,84908,soon,,,,,,,,,,,,,9946,,,,,,
monster,o200k_base,112370,monster,1,YES,112370,monster,,,,,,,,,,,,,,,9947,,,,,,
monstrous,o200k_base,3498 689 784,mon | str | ous,3,NO,3498,mon,689,str,784,ous,,,,,,,,,,,9948,,,,,,
montage,o200k_base,27939 477,mont | age,2,NO,27939,mont,477,age,,,,,,,,,,,,,9949,,,,,,
month,o200k_base,18648,month,1,YES,18648,month,,,,,,,,,,,,,,,9950,,,,,,
monthly,o200k_base,137329,monthly,1,YES,137329,monthly,,,,,,,,,,,,,,,9951,,,,,,
monument,o200k_base,3498 1477,mon | ument,2,NO,3498,mon,1477,ument,,,,,,,,,,,,,9952,,,,,,
monumental,o200k_base,3498 1477 280,mon | ument | al,3,NO,3498,mon,1477,ument,280,al,,,,,,,,,,,9953,,,,,,
mood,o200k_base,76 1762,m | ood,2,NO,76,m,1762,ood,,,,,,,,,,,,,9954,,,,,,
moody,o200k_base,3690 1558,mo | ody,2,NO,3690,mo,1558,ody,,,,,,,,,,,,,9955,,,,,,
moon,o200k_base,123659,moon,1,YES,123659,moon,,,,,,,,,,,,,,,9956,,,,,,
moonlight,o200k_base,123659 6038,moon | light,2,NO,123659,moon,6038,light,,,,,,,,,,,,,9957,,,,,,
moonlit,o200k_base,123659 32758,moon | lit,2,NO,123659,moon,32758,lit,,,,,,,,,,,,,9958,,,,,,
moor,o200k_base,167447,moor,1,YES,167447,moor,,,,,,,,,,,,,,,9959,,,,,,
moose,o200k_base,3690 918,mo | ose,2,NO,3690,mo,918,ose,,,,,,,,,,,,,9960,,,,,,
moot,o200k_base,76 2455,m | oot,2,NO,76,m,2455,oot,,,,,,,,,,,,,9961,,,,,,
mop,o200k_base,76 467,m | op,2,NO,76,m,467,op,,,,,,,,,,,,,9962,,,,,,
moral,o200k_base,76 16882,m | oral,2,NO,76,m,16882,oral,,,,,,,,,,,,,9963,,,,,,
morale,o200k_base,63985 1167,mor | ale,2,NO,63985,mor,1167,ale,,,,,,,,,,,,,9964,,,,,,
morality,o200k_base,63985 9443,mor | ality,2,NO,63985,mor,9443,ality,,,,,,,,,,,,,9965,,,,,,
morally,o200k_base,63985 2146,mor | ally,2,NO,63985,mor,2146,ally,,,,,,,,,,,,,9966,,,,,,
moratorium,o200k_base,63985 80245,mor | atorium,2,NO,63985,mor,80245,atorium,,,,,,,,,,,,,9967,,,,,,
morbid,o200k_base,63985 35049,mor | bid,2,NO,63985,mor,35049,bid,,,,,,,,,,,,,9968,,,,,,
morbidity,o200k_base,76 47791 17644,m | orb | idity,3,NO,76,m,47791,orb,17644,idity,,,,,,,,,,,9969,,,,,,
more,o200k_base,8229,more,1,YES,8229,more,,,,,,,,,,,,,,,9970,,,,,,
moreover,o200k_base,8229 2898,more | over,2,NO,8229,more,2898,over,,,,,,,,,,,,,9971,,,,,,
morgue,o200k_base,76 2068 466,m | org | ue,3,NO,76,m,2068,org,466,ue,,,,,,,,,,,9972,,,,,,
mormon,o200k_base,76 83470,m | ormon,2,NO,76,m,83470,ormon,,,,,,,,,,,,,9973,,,,,,
morning,o200k_base,63985 1401,mor | ning,2,NO,63985,mor,1401,ning,,,,,,,,,,,,,9974,,,,,,
moroccan,o200k_base,63985 141343,mor | occan,2,NO,63985,mor,141343,occan,,,,,,,,,,,,,9975,,,,,,
moron,o200k_base,63985 263,mor | on,2,NO,63985,mor,263,on,,,,,,,,,,,,,9976,,,,,,
morph,o200k_base,76 28296,m | orph,2,NO,76,m,28296,orph,,,,,,,,,,,,,9977,,,,,,
morphine,o200k_base,76 28296 514,m | orph | ine,3,NO,76,m,28296,orph,514,ine,,,,,,,,,,,9978,,,,,,
morphology,o200k_base,76 28296 3035,m | orph | ology,3,NO,76,m,28296,orph,3035,ology,,,,,,,,,,,9979,,,,,,
morsel,o200k_base,76 914 296,m | ors | el,3,NO,76,m,914,ors,296,el,,,,,,,,,,,9980,,,,,,
mortal,o200k_base,76 48522,m | ortal,2,NO,76,m,48522,ortal,,,,,,,,,,,,,9981,,,,,,
mortality,o200k_base,143252 9443,mort | ality,2,NO,143252,mort,9443,ality,,,,,,,,,,,,,9982,,,,,,
mortar,o200k_base,76 115516,m | ortar,2,NO,76,m,115516,ortar,,,,,,,,,,,,,9983,,,,,,
mortgage,o200k_base,143252 16885,mort | gage,2,NO,143252,mort,16885,gage,,,,,,,,,,,,,9984,,,,,,
mortify,o200k_base,143252 1985,mort | ify,2,NO,143252,mort,1985,ify,,,,,,,,,,,,,9985,,,,,,
mortuary,o200k_base,143252 49152,mort | uary,2,NO,143252,mort,49152,uary,,,,,,,,,,,,,9986,,,,,,
mosaic,o200k_base,76 67270,m | osaic,2,NO,76,m,67270,osaic,,,,,,,,,,,,,9987,,,,,,
moslem,o200k_base,7107 6596,mos | lem,2,NO,7107,mos,6596,lem,,,,,,,,,,,,,9988,,,,,,
mosque,o200k_base,7107 1126,mos | que,2,NO,7107,mos,1126,que,,,,,,,,,,,,,9989,,,,,,
mosquito,o200k_base,7107 51568,mos | quito,2,NO,7107,mos,51568,quito,,,,,,,,,,,,,9990,,,,,,
moss,o200k_base,76 2907,m | oss,2,NO,76,m,2907,oss,,,,,,,,,,,,,9991,,,,,,
mossy,o200k_base,76 2907 88,m | oss | y,3,NO,76,m,2907,oss,88,y,,,,,,,,,,,9992,,,,,,
most,o200k_base,5309,most,1,YES,5309,most,,,,,,,,,,,,,,,9993,,,,,,
mostly,o200k_base,123451,mostly,1,YES,123451,mostly,,,,,,,,,,,,,,,9994,,,,,,
motel,o200k_base,76 38998,m | otel,2,NO,76,m,38998,otel,,,,,,,,,,,,,9995,,,,,,
moth,o200k_base,76 1661,m | oth,2,NO,76,m,1661,oth,,,,,,,,,,,,,9996,,,,,,
mother-in-law,o200k_base,40816 4200 49475,mother | -in | -law,3,NO,40816,mother,4200,-in,49475,-law,,,,,,,,,,,9997,,,,,,
mother,o200k_base,40816,mother,1,YES,40816,mother,,,,,,,,,,,,,,,9998,,,,,,
motherfucker,o200k_base,40816 69 38813,mother | f | ucker,3,NO,40816,mother,69,f,38813,ucker,,,,,,,,,,,9999,,,,,,
motherhood,o200k_base,40816 7812,mother | hood,2,NO,40816,mother,7812,hood,,,,,,,,,,,,,10000,,,,,,
motif,o200k_base,46121 366,mot | if,2,NO,46121,mot,366,if,,,,,,,,,,,,,10001,,,,,,
motion,o200k_base,64499,motion,1,YES,64499,motion,,,,,,,,,,,,,,,10002,,,,,,
motionless,o200k_base,64499 2695,motion | less,2,NO,64499,motion,2695,less,,,,,,,,,,,,,10003,,,,,,
motivate,o200k_base,46121 978,mot | ivate,2,NO,46121,mot,978,ivate,,,,,,,,,,,,,10004,,,,,,
motivated,o200k_base,191917 780,motiv | ated,2,NO,191917,motiv,780,ated,,,,,,,,,,,,,10005,,,,,,
motivation,o200k_base,46121 58559,mot | ivation,2,NO,46121,mot,58559,ivation,,,,,,,,,,,,,10006,,,,,,
motivational,o200k_base,191917 1953,motiv | ational,2,NO,191917,motiv,1953,ational,,,,,,,,,,,,,10007,,,,,,
